player_id,player_name,nationality,position_group,club_2024_25,league_2024_25,club_season_start,mid_season_tranfers,club_2025_26,league_2025_26,transferred,moved_up,ig_followers,engagement_rate,google_trends,appearances,minutes,goals,assists,G_plus_A,goals_p90,assists_p90,shots_pg,dribbles,fouled,offsides,dispossessed,key_passes,passes_pg,pass_pct,crosses,long_balls,tackles,interceptions,fouls,clearances,blocks,Whoscored_Rating,gk_goals_against,gk_save_pct,gk_clean_sheets,team_league_position,ucl_stage,ucl_stage_ord,club_ig_followers,club_ig_followers_2024_25,club_ig_followers_2025_26,in_ballondor,consensus_count
P133,Morgan Gibbs-White,England,Midfielder,Nottingham Forest,Premier League,Nottingham Forest,0,Nottingham Forest,Premier League,0,0,477555.0,6.26,0.96,34.0,2825.0,7.0,8.0,15.0,0.223,0.255,1.8,0.9,1.2,0.2,1.3,1.5,35.7,80.7,0.4,1.5,1.3,0.7,1.1,0.9,0.1,7.0,,,,7,Not Qualified,0,1404858,1404858,1404858,False,1
P134,Xavi Simons,Netherlands,Midfielder,RB Leipzig,Bundesliga,RB Leipzig,0,Tottenham,Premier League,1,1,6745458.0,2.69,1.53,25.0,2157.0,10.0,7.0,17.0,0.417,0.292,2.0,1.3,2.2,0.2,2.2,2.0,44.2,82.9,0.8,1.5,1.1,0.5,1.0,0.6,0.1,7.32,,,,7,League Phase,1,2229632,2229632,16979444,False,1
P135,Giuliano Simeone,Argentina,Midfielder,Atletico Madrid,La Liga,Atletico Madrid,0,Atletico Madrid,La Liga,0,0,1312366.0,6.95,1.41,33.0,1943.0,2.0,6.0,8.0,0.093,0.278,0.7,0.9,1.3,0.2,0.6,0.7,21.7,78.8,0.3,0.1,0.8,0.4,0.7,0.5,0.1,6.66,,,,3,Round of 16,3,17865213,17865213,17865213,False,1
P136,Christian Pulisic,USA,Forward,AC Milan,Serie A,AC Milan,0,AC Milan,Serie A,0,0,7769844.0,2.49,2.2,34.0,2490.0,11.0,9.0,20.0,0.398,0.325,1.7,1.1,1.1,0.1,1.2,2.0,27.5,83.5,0.8,0.6,1.3,0.1,0.6,0.4,0.1,7.08,,,,8,Knockout phase play-offs,2,18130469,18130469,18130469,False,1
P137,Cody Gakpo,Netherlands,Forward,Liverpool,Premier League,Liverpool,0,Liverpool,Premier League,0,0,2458599.0,5.54,1.48,35.0,1939.0,10.0,4.0,14.0,0.464,0.186,1.6,0.9,0.9,0.1,0.7,1.1,15.6,83.7,0.3,0.4,0.8,0.3,0.6,0.5,0.1,6.86,,,,1,Round of 16,3,48467485,48467485,48467485,False,1
P138,Ademola Lookman,Nigeria,Forward,Atalanta,Serie A,Atalanta,0,Atletico Madrid,La Liga,1,1,1901195.0,14.91,2.31,31.0,2266.0,15.0,5.0,20.0,0.596,0.199,2.6,1.2,0.6,0.8,1.6,2.0,26.0,79.0,1.2,0.3,1.0,0.1,1.0,0.2,0.0,7.24,,,,3,Knockout phase play-offs,2,1184920,1184920,17865213,False,1
P139,Benjamin Šeško,Slovenia,Forward,RB Leipzig,Bundesliga,RB Leipzig,0,Manchester United,Premier League,1,1,2297027.0,25.23,1.94,33.0,2399.0,13.0,5.0,18.0,0.488,0.188,2.1,1.2,0.6,0.5,1.7,0.6,18.2,68.2,0.1,0.2,0.2,0.2,0.8,0.6,0.1,6.92,,,,7,League Phase,1,2229632,2229632,65809385,False,1
P140,Kai Havertz,Germany,Forward,Arsenal,Premier League,Arsenal,0,Arsenal,Premier League,0,0,6325765.0,4.36,2.45,23.0,1875.0,9.0,3.0,12.0,0.432,0.144,2.3,0.4,1.0,0.6,1.0,0.7,21.8,79.8,0.1,0.0,0.7,0.3,1.7,1.4,0.2,7.0,,,,2,Semi Final,5,32288446,32288446,32288446,False,1
P141,Jonathan David,Canada,Forward,Lille,Ligue 1,Lille,0,Juventus,Serie A,1,1,495491.0,4.35,1.71,32.0,2558.0,16.0,5.0,21.0,0.563,0.176,2.3,0.6,1.1,0.3,1.3,1.1,21.2,82.7,0.0,0.3,0.8,0.2,0.8,0.3,0.1,6.96,,,,5,Round of 16,3,1183448,1183448,58947998,False,1
P142,Chris Wood,New Zealand,Forward,Nottingham Forest,Premier League,Nottingham Forest,0,Nottingham Forest,Premier League,0,0,173969.0,6.81,1.36,36.0,2978.0,20.0,3.0,23.0,0.604,0.091,1.9,0.1,0.7,0.8,0.8,0.6,13.4,64.9,0.0,0.4,0.2,0.1,0.7,0.8,0.2,6.96,,,,7,Not Qualified,0,1404858,1404858,1404858,False,1
P143,Matheus Cunha,Brazil,Forward,Wolves,Premier League,Wolves,0,Manchester United,Premier League,1,1,6155554.0,15.29,2.69,33.0,2604.0,15.0,6.0,21.0,0.518,0.207,3.3,1.8,2.2,0.2,1.7,1.7,28.8,79.3,0.8,1.5,1.2,0.5,1.3,0.6,0.0,7.32,,,,16,Not Qualified,0,3011380,3011380,65809385,False,1
P144,Omar Marmoush,Egypt,Forward,Manchester City,Premier League,Eintracht Frankfurt,0,Manchester City,Premier League,0,0,5521873.0,9.99,5.19,16.0,1183.0,7.0,0.0,7.0,0.533,0.0,3.1,1.3,1.3,0.6,1.2,0.9,17.9,84.3,0.6,0.1,0.8,0.4,0.9,0.2,0.1,7.13,,,,3,Knockout phase play-offs,2,56452450,56452450,56452450,False,1
P145,Mateo Retegui,Italy,Forward,Atalanta,Serie A,Atalanta,0,Al Qadsiah,Saudi Pro League,1,0,371494.0,4.94,1.59,36.0,2405.0,25.0,8.0,33.0,0.936,0.299,2.9,0.3,0.9,0.2,1.3,1.1,15.4,78.1,0.1,0.4,0.4,0.1,0.9,0.5,0.0,7.17,,,,3,Knockout phase play-offs,2,1184920,1184920,490433,False,1
